Date,IT Dep.,CostElement,Country,Budget,,
02/01/2020,Productivity,Travel,Ireland,315,,
03/01/2020,Productivity,Travel,Ireland,315,,
04/01/2020,Productivity,Travel,Ireland,315,,
05/01/2020,Productivity,Travel,Ireland,315,,
06/01/2020,Productivity,Travel,Ireland,315,,
07/01/2020,Productivity,Travel,Ireland,315,,
08/01/2020,Productivity,Travel,Ireland,315,,
09/01/2020,Productivity,Travel,Ireland,315,,
10/01/2020,Productivity,Travel,Ireland,315,,
11/01/2020,Productivity,Travel,Ireland,315,,
12/01/2020,Productivity,Travel,Ireland,315,,
01/01/2020,Productivity,Travel,Italy,601,,
02/01/2020,Productivity,Travel,Italy,"1,607",,
03/01/2020,Productivity,Travel,Italy,601,,
04/01/2020,Productivity,Travel,Italy,601,,
05/01/2020,Productivity,Travel,Italy,"1,607",,
06/01/2020,Productivity,Travel,Italy,601,,
07/01/2020,Productivity,Travel,Italy,601,,
08/01/2020,Productivity,Travel,Italy,"1,607",,
09/01/2020,Productivity,Travel,Italy,601,,
10/01/2020,Productivity,Travel,Italy,601,,
11/01/2020,Productivity,Travel,Italy,"1,607",,
12/01/2020,Productivity,Travel,Italy,601,,
01/01/2020,Productivity,Travel,Netherlands,136,,
02/01/2020,Productivity,Travel,Netherlands,136,,
03/01/2020,Productivity,Travel,Netherlands,136,,
04/01/2020,Productivity,Travel,Netherlands,136,,
05/01/2020,Productivity,Travel,Netherlands,136,,
06/01/2020,Productivity,Travel,Netherlands,136,,
07/01/2020,Productivity,Travel,Netherlands,136,,
08/01/2020,Productivity,Travel,Netherlands,136,,
09/01/2020,Productivity,Travel,Netherlands,136,,
10/01/2020,Productivity,Travel,Netherlands,136,,
11/01/2020,Productivity,Travel,Netherlands,136,,
12/01/2020,Productivity,Travel,Netherlands,136,,
01/01/2020,Productivity,Travel,Switzerland,"2,453",,
02/01/2020,Productivity,Travel,Switzerland,"2,453",,
03/01/2020,Productivity,Travel,Switzerland,"2,453",,
04/01/2020,Productivity,Travel,Switzerland,"2,453",,
05/01/2020,Productivity,Travel,Switzerland,"2,453",,
06/01/2020,Productivity,Travel,Switzerland,"2,453",,
07/01/2020,Productivity,Travel,Switzerland,"2,453",,
08/01/2020,Productivity,Travel,Switzerland,"2,453",,
09/01/2020,Productivity,Travel,Switzerland,"2,453",,
10/01/2020,Productivity,Travel,Switzerland,"2,453",,
11/01/2020,Productivity,Travel,Switzerland,"2,453",,
12/01/2020,Productivity,Travel,Switzerland,"2,453",,
01/01/2020,Productivity,Travel,United Kingdom,"2,514",,
02/01/2020,Productivity,Travel,United Kingdom,"2,514",,
03/01/2020,Productivity,Travel,United Kingdom,"2,514",,
04/01/2020,Productivity,Travel,United Kingdom,"2,514",,
05/01/2020,Productivity,Travel,United Kingdom,"2,514",,
06/01/2020,Productivity,Travel,United Kingdom,"2,514",,
07/01/2020,Productivity,Travel,United Kingdom,"2,514",,
08/01/2020,Productivity,Travel,United Kingdom,"2,514",,
09/01/2020,Productivity,Travel,United Kingdom,"2,514",,
10/01/2020,Productivity,Travel,United Kingdom,"2,514",,
11/01/2020,Productivity,Travel,United Kingdom,"2,514",,
12/01/2020,Productivity,Travel,United Kingdom,"2,514",,
03/01/2020,Productivity,Travel,USA,750,,
06/01/2020,Productivity,Travel,USA,750,,
09/01/2020,Productivity,Travel,USA,750,,
12/01/2020,Productivity,Travel,USA,750,,
01/01/2020,Productivity,Vehicles,France,76,,
02/01/2020,Productivity,Vehicles,France,76,,
03/01/2020,Productivity,Vehicles,France,76,,
04/01/2020,Productivity,Vehicles,France,76,,
05/01/2020,Productivity,Vehicles,France,76,,
06/01/2020,Productivity,Vehicles,France,76,,
07/01/2020,Productivity,Vehicles,France,76,,
08/01/2020,Productivity,Vehicles,France,76,,
09/01/2020,Productivity,Vehicles,France,76,,
10/01/2020,Productivity,Vehicles,France,76,,
11/01/2020,Productivity,Vehicles,France,76,,
12/01/2020,Productivity,Vehicles,France,76,,
01/01/2020,Productivity,Vehicles,United Kingdom,176,,
02/01/2020,Productivity,Vehicles,United Kingdom,176,,
03/01/2020,Productivity,Vehicles,United Kingdom,176,,
04/01/2020,Productivity,Vehicles,United Kingdom,176,,
05/01/2020,Productivity,Vehicles,United Kingdom,176,,
06/01/2020,Productivity,Vehicles,United Kingdom,176,,
07/01/2020,Productivity,Vehicles,United Kingdom,176,,
08/01/2020,Productivity,Vehicles,United Kingdom,176,,
09/01/2020,Productivity,Vehicles,United Kingdom,176,,
10/01/2020,Productivity,Vehicles,United Kingdom,176,,
11/01/2020,Productivity,Vehicles,United Kingdom,176,,
12/01/2020,Productivity,Vehicles,United Kingdom,176,,
01/01/2020,Quality & Compliance,Employee Performance,USA,254,,
02/01/2020,Quality & Compliance,Employee Performance,USA,254,,
03/01/2020,Quality & Compliance,Employee Performance,USA,254,,
04/01/2020,Quality & Compliance,Employee Performance,USA,254,,
05/01/2020,Quality & Compliance,Employee Performance,USA,254,,
06/01/2020,Quality & Compliance,Employee Performance,USA,254,,
07/01/2020,Quality & Compliance,Employee Performance,USA,254,,
08/01/2020,Quality & Compliance,Employee Performance,USA,254,,
09/01/2020,Quality & Compliance,Employee Performance,USA,254,,
10/01/2020,Quality & Compliance,Employee Performance,USA,254,,
11/01/2020,Quality & Compliance,Employee Performance,USA,254,,
12/01/2020,Quality & Compliance,Employee Performance,USA,254,,
01/01/2020,Quality & Compliance,External Labor,USA,"75,513",,
02/01/2020,Quality & Compliance,External Labor,USA,"74,763",,
03/01/2020,Quality & Compliance,External Labor,USA,"74,763",,
04/01/2020,Quality & Compliance,External Labor,USA,"82,588",,
05/01/2020,Quality & Compliance,External Labor,USA,"81,515",,
06/01/2020,Quality & Compliance,External Labor,USA,"81,515",,
07/01/2020,Quality & Compliance,External Labor,USA,"102,459",,
08/01/2020,Quality & Compliance,External Labor,USA,"101,709",,
09/01/2020,Quality & Compliance,External Labor,USA,"101,709",,
10/01/2020,Quality & Compliance,External Labor,USA,"95,759",,
11/01/2020,Quality & Compliance,External Labor,USA,"95,759",,
12/01/2020,Quality & Compliance,External Labor,USA,"95,761",,
01/01/2020,Quality & Compliance,Hardware,USA,125,,
02/01/2020,Quality & Compliance,Hardware,USA,125,,
03/01/2020,Quality & Compliance,Hardware,USA,125,,
04/01/2020,Quality & Compliance,Hardware,USA,125,,
05/01/2020,Quality & Compliance,Hardware,USA,125,,
06/01/2020,Quality & Compliance,Hardware,USA,125,,
07/01/2020,Quality & Compliance,Hardware,USA,125,,
08/01/2020,Quality & Compliance,Hardware,USA,125,,
09/01/2020,Quality & Compliance,Hardware,USA,125,,
10/01/2020,Quality & Compliance,Hardware,USA,125,,
11/01/2020,Quality & Compliance,Hardware,USA,125,,
12/01/2020,Quality & Compliance,Hardware,USA,125,,
01/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
02/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
03/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
04/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
05/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
06/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
07/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
08/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
09/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
10/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
11/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
12/01/2020,Quality & Compliance,Hardware Maintenance,USA,125,,
01/01/2020,Quality & Compliance,Internal Labor,USA,"131,522",,
02/01/2020,Quality & Compliance,Internal Labor,USA,"132,669",,
03/01/2020,Quality & Compliance,Internal Labor,USA,"143,940",,
04/01/2020,Quality & Compliance,Internal Labor,USA,"135,104",,
05/01/2020,Quality & Compliance,Internal Labor,USA,"135,104",,
06/01/2020,Quality & Compliance,Internal Labor,USA,"135,104",,
07/01/2020,Quality & Compliance,Internal Labor,USA,"136,177",,
08/01/2020,Quality & Compliance,Internal Labor,USA,"136,177",,
09/01/2020,Quality & Compliance,Internal Labor,USA,"136,177",,
10/01/2020,Quality & Compliance,Internal Labor,USA,"140,035",,
11/01/2020,Quality & Compliance,Internal Labor,USA,"139,040",,
12/01/2020,Quality & Compliance,Internal Labor,USA,"138,530",,
01/01/2020,Quality & Compliance,Other,USA,65,,
02/01/2020,Quality & Compliance,Other,USA,65,,
03/01/2020,Quality & Compliance,Other,USA,125,,
04/01/2020,Quality & Compliance,Other,USA,65,,
05/01/2020,Quality & Compliance,Other,USA,65,,
06/01/2020,Quality & Compliance,Other,USA,125,,
07/01/2020,Quality & Compliance,Other,USA,65,,
08/01/2020,Quality & Compliance,Other,USA,65,,
09/01/2020,Quality & Compliance,Other,USA,125,,
10/01/2020,Quality & Compliance,Other,USA,65,,
11/01/2020,Quality & Compliance,Other,USA,65,,
12/01/2020,Quality & Compliance,Other,USA,125,,
01/01/2020,Quality & Compliance,Recognition,USA,66,,
02/01/2020,Quality & Compliance,Recognition,USA,66,,
03/01/2020,Quality & Compliance,Recognition,USA,66,,
04/01/2020,Quality & Compliance,Recognition,USA,66,,
05/01/2020,Quality & Compliance,Recognition,USA,66,,
06/01/2020,Quality & Compliance,Recognition,USA,66,,
07/01/2020,Quality & Compliance,Recognition,USA,66,,
08/01/2020,Quality & Compliance,Recognition,USA,66,,
09/01/2020,Quality & Compliance,Recognition,USA,66,,
10/01/2020,Quality & Compliance,Recognition,USA,66,,
11/01/2020,Quality & Compliance,Recognition,USA,66,,
12/01/2020,Quality & Compliance,Recognition,USA,66,,
01/01/2020,Quality & Compliance,Software,USA,175,,
02/01/2020,Quality & Compliance,Software,USA,175,,
03/01/2020,Quality & Compliance,Software,USA,175,,
04/01/2020,Quality & Compliance,Software,USA,175,,
05/01/2020,Quality & Compliance,Software,USA,175,,
06/01/2020,Quality & Compliance,Software,USA,175,,
07/01/2020,Quality & Compliance,Software,USA,175,,
08/01/2020,Quality & Compliance,Software,USA,175,,
09/01/2020,Quality & Compliance,Software,USA,175,,
10/01/2020,Quality & Compliance,Software,USA,175,,
11/01/2020,Quality & Compliance,Software,USA,175,,
12/01/2020,Quality & Compliance,Software,USA,175,,
01/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
02/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
03/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
04/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
05/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
06/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
07/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
08/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
09/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
10/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
11/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
12/01/2020,Quality & Compliance,Software Maintenance,USA,30,,
01/01/2020,Quality & Compliance,Supplies,USA,525,,
02/01/2020,Quality & Compliance,Supplies,USA,525,,
03/01/2020,Quality & Compliance,Supplies,USA,525,,
04/01/2020,Quality & Compliance,Supplies,USA,525,,
05/01/2020,Quality & Compliance,Supplies,USA,525,,
06/01/2020,Quality & Compliance,Supplies,USA,525,,
07/01/2020,Quality & Compliance,Supplies,USA,525,,
08/01/2020,Quality & Compliance,Supplies,USA,525,,
09/01/2020,Quality & Compliance,Supplies,USA,525,,
10/01/2020,Quality & Compliance,Supplies,USA,525,,
11/01/2020,Quality & Compliance,Supplies,USA,525,,
12/01/2020,Quality & Compliance,Supplies,USA,525,,
01/01/2020,Quality & Compliance,Taxes,USA,7,,
02/01/2020,Quality & Compliance,Taxes,USA,7,,
03/01/2020,Quality & Compliance,Taxes,USA,7,,
04/01/2020,Quality & Compliance,Taxes,USA,7,,
05/01/2020,Quality & Compliance,Taxes,USA,7,,
06/01/2020,Quality & Compliance,Taxes,USA,7,,
07/01/2020,Quality & Compliance,Taxes,USA,7,,
08/01/2020,Quality & Compliance,Taxes,USA,7,,
09/01/2020,Quality & Compliance,Taxes,USA,7,,
10/01/2020,Quality & Compliance,Taxes,USA,7,,
11/01/2020,Quality & Compliance,Taxes,USA,7,,
12/01/2020,Quality & Compliance,Taxes,USA,7,,
01/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
02/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
03/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
04/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
05/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
06/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
07/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
08/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
09/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
10/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
11/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
12/01/2020,Quality & Compliance,Telecomm,USA,"2,100",,
01/01/2020,Quality & Compliance,Training,USA,925,,
02/01/2020,Quality & Compliance,Training,USA,925,,
03/01/2020,Quality & Compliance,Training,USA,925,,
04/01/2020,Quality & Compliance,Training,USA,925,,
05/01/2020,Quality & Compliance,Training,USA,925,,
06/01/2020,Quality & Compliance,Training,USA,925,,
07/01/2020,Quality & Compliance,Training,USA,925,,
08/01/2020,Quality & Compliance,Training,USA,925,,
09/01/2020,Quality & Compliance,Training,USA,925,,
10/01/2020,Quality & Compliance,Training,USA,925,,
11/01/2020,Quality & Compliance,Training,USA,925,,
12/01/2020,Quality & Compliance,Training,USA,925,,
01/01/2020,Quality & Compliance,Travel,USA,750,,
02/01/2020,Quality & Compliance,Travel,USA,"2,850",,
03/01/2020,Quality & Compliance,Travel,USA,750,,
04/01/2020,Quality & Compliance,Travel,USA,750,,
05/01/2020,Quality & Compliance,Travel,USA,"2,850",,
06/01/2020,Quality & Compliance,Travel,USA,"2,850",,
07/01/2020,Quality & Compliance,Travel,USA,750,,
08/01/2020,Quality & Compliance,Travel,USA,"2,850",,
09/01/2020,Quality & Compliance,Travel,USA,"2,850",,
10/01/2020,Quality & Compliance,Travel,USA,750,,
11/01/2020,Quality & Compliance,Travel,USA,"2,850",,
12/01/2020,Quality & Compliance,Travel,USA,750,,
01/01/2020,R&D,Depreciation,Spain,578,,
02/01/2020,R&D,Depreciation,Spain,578,,
03/01/2020,R&D,Depreciation,Spain,578,,
04/01/2020,R&D,Depreciation,Spain,578,,
05/01/2020,R&D,Depreciation,Spain,578,,
06/01/2020,R&D,Depreciation,Spain,578,,
07/01/2020,R&D,Depreciation,Spain,578,,
08/01/2020,R&D,Depreciation,Spain,578,,
09/01/2020,R&D,Depreciation,Spain,578,,
10/01/2020,R&D,Depreciation,Spain,360,,
11/01/2020,R&D,Depreciation,Spain,360,,
12/01/2020,R&D,Depreciation,Spain,360,,
01/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
02/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
03/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
04/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
05/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
06/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
07/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
08/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
09/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
10/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
11/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
12/01/2020,R&D,Depreciation,United Kingdom,"1,912",,
02/01/2020,R&D,External Labor,Spain,"1,632",,
03/01/2020,R&D,External Labor,Spain,"1,550",,
04/01/2020,R&D,External Labor,Spain,"1,550",,
05/01/2020,R&D,External Labor,Spain,"1,550",,
06/01/2020,R&D,External Labor,Spain,"1,550",,
07/01/2020,R&D,External Labor,Spain,"1,550",,
08/01/2020,R&D,External Labor,Spain,"1,550",,
09/01/2020,R&D,External Labor,Spain,"1,550",,
10/01/2020,R&D,External Labor,Spain,"1,550",,
11/01/2020,R&D,External Labor,Spain,"1,550",,
12/01/2020,R&D,External Labor,Spain,"1,550",,
01/01/2020,R&D,External Labor,United Kingdom,"39,276",,
02/01/2020,R&D,External Labor,United Kingdom,"39,276",,
03/01/2020,R&D,External Labor,United Kingdom,"39,276",,
04/01/2020,R&D,External Labor,United Kingdom,"39,318",,
05/01/2020,R&D,External Labor,United Kingdom,"39,318",,
06/01/2020,R&D,External Labor,United Kingdom,"39,318",,
07/01/2020,R&D,External Labor,United Kingdom,"39,318",,
08/01/2020,R&D,External Labor,United Kingdom,"39,318",,
09/01/2020,R&D,External Labor,United Kingdom,"39,318",,
10/01/2020,R&D,External Labor,United Kingdom,"39,318",,
11/01/2020,R&D,External Labor,United Kingdom,"39,318",,
12/01/2020,R&D,External Labor,United Kingdom,"39,318",,
01/01/2020,R&D,External Labor,USA,"59,709",,
02/01/2020,R&D,External Labor,USA,"46,886",,
03/01/2020,R&D,External Labor,USA,"46,886",,
04/01/2020,R&D,External Labor,USA,"48,009",,
05/01/2020,R&D,External Labor,USA,"48,009",,
06/01/2020,R&D,External Labor,USA,"48,009",,
07/01/2020,R&D,External Labor,USA,"46,509",,
08/01/2020,R&D,External Labor,USA,"46,509",,
09/01/2020,R&D,External Labor,USA,"46,509",,
10/01/2020,R&D,External Labor,USA,"46,509",,
11/01/2020,R&D,External Labor,USA,"46,508",,
12/01/2020,R&D,External Labor,USA,"46,516",,
01/01/2020,R&D,Hardware,United Kingdom,"1,337",,
02/01/2020,R&D,Hardware,United Kingdom,"1,337",,
03/01/2020,R&D,Hardware,United Kingdom,"1,337",,
04/01/2020,R&D,Hardware,United Kingdom,"1,337",,
05/01/2020,R&D,Hardware,United Kingdom,"1,337",,
06/01/2020,R&D,Hardware,United Kingdom,"1,337",,
07/01/2020,R&D,Hardware,United Kingdom,"1,337",,
08/01/2020,R&D,Hardware,United Kingdom,"1,337",,
09/01/2020,R&D,Hardware,United Kingdom,"1,337",,
10/01/2020,R&D,Hardware,United Kingdom,"1,337",,
11/01/2020,R&D,Hardware,United Kingdom,"1,337",,
12/01/2020,R&D,Hardware,United Kingdom,"1,337",,
01/01/2020,R&D,Hardware Maintenance,Spain,153,,
02/01/2020,R&D,Hardware Maintenance,Spain,153,,
03/01/2020,R&D,Hardware Maintenance,Spain,153,,
04/01/2020,R&D,Hardware Maintenance,Spain,153,,
05/01/2020,R&D,Hardware Maintenance,Spain,153,,
06/01/2020,R&D,Hardware Maintenance,Spain,153,,
07/01/2020,R&D,Hardware Maintenance,Spain,153,,
08/01/2020,R&D,Hardware Maintenance,Spain,153,,
09/01/2020,R&D,Hardware Maintenance,Spain,153,,
10/01/2020,R&D,Hardware Maintenance,Spain,153,,
11/01/2020,R&D,Hardware Maintenance,Spain,153,,
12/01/2020,R&D,Hardware Maintenance,Spain,153,,
01/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
02/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
03/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
04/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
05/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
06/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
07/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
08/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
09/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
10/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
11/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
12/01/2020,R&D,Hardware Maintenance,United Kingdom,194,,
01/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
02/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
03/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
04/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
05/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
06/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
07/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
08/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
09/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
10/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
11/01/2020,R&D,Hardware Maintenance,USA,"6,045",,
12/01/2020,R&D,Hardware Maintenance,USA,"6,048",,
01/01/2020,R&D,Inbound Allocations,Spain,"4,965",,
02/01/2020,R&D,Inbound Allocations,Spain,"4,965",,
03/01/2020,R&D,Inbound Allocations,Spain,"5,186",,
04/01/2020,R&D,Inbound Allocations,Spain,"4,984",,
05/01/2020,R&D,Inbound Allocations,Spain,"4,984",,
06/01/2020,R&D,Inbound Allocations,Spain,"5,186",,
07/01/2020,R&D,Inbound Allocations,Spain,"4,984",,
08/01/2020,R&D,Inbound Allocations,Spain,"4,734",,
09/01/2020,R&D,Inbound Allocations,Spain,"5,213",,
10/01/2020,R&D,Inbound Allocations,Spain,"4,984",,
11/01/2020,R&D,Inbound Allocations,Spain,"5,537",,
12/01/2020,R&D,Inbound Allocations,Spain,"5,186",,
01/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
02/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
03/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
04/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
05/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
06/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
07/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
08/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
09/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
10/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
11/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
12/01/2020,R&D,Inbound Allocations,United Kingdom,223,,
01/01/2020,R&D,Internal Labor,Spain,"10,262",,
02/01/2020,R&D,Internal Labor,Spain,"10,262",,
03/01/2020,R&D,Internal Labor,Spain,"10,986",,
04/01/2020,R&D,Internal Labor,Spain,"10,986",,
05/01/2020,R&D,Internal Labor,Spain,"10,986",,
06/01/2020,R&D,Internal Labor,Spain,"10,986",,
07/01/2020,R&D,Internal Labor,Spain,"10,986",,
08/01/2020,R&D,Internal Labor,Spain,"1,328",,
09/01/2020,R&D,Internal Labor,Spain,"10,986",,
10/01/2020,R&D,Internal Labor,Spain,"10,986",,
11/01/2020,R&D,Internal Labor,Spain,"10,986",,
12/01/2020,R&D,Internal Labor,Spain,"10,986",,
01/01/2020,R&D,Internal Labor,United Kingdom,"26,943",,
02/01/2020,R&D,Internal Labor,United Kingdom,"26,943",,
03/01/2020,R&D,Internal Labor,United Kingdom,"27,574",,
04/01/2020,R&D,Internal Labor,United Kingdom,"27,574",,
05/01/2020,R&D,Internal Labor,United Kingdom,"27,574",,
06/01/2020,R&D,Internal Labor,United Kingdom,"27,574",,
07/01/2020,R&D,Internal Labor,United Kingdom,"25,630",,
08/01/2020,R&D,Internal Labor,United Kingdom,"25,630",,
09/01/2020,R&D,Internal Labor,United Kingdom,"25,630",,
10/01/2020,R&D,Internal Labor,United Kingdom,"25,630",,
11/01/2020,R&D,Internal Labor,United Kingdom,"25,630",,
12/01/2020,R&D,Internal Labor,United Kingdom,"25,630",,
01/01/2020,R&D,Internal Labor,USA,"212,991",,
02/01/2020,R&D,Internal Labor,USA,"216,778",,
03/01/2020,R&D,Internal Labor,USA,"230,814",,
04/01/2020,R&D,Internal Labor,USA,"217,888",,
05/01/2020,R&D,Internal Labor,USA,"217,481",,
06/01/2020,R&D,Internal Labor,USA,"217,246",,
07/01/2020,R&D,Internal Labor,USA,"205,502",,
08/01/2020,R&D,Internal Labor,USA,"205,502",,
09/01/2020,R&D,Internal Labor,USA,"205,021",,
10/01/2020,R&D,Internal Labor,USA,"208,131",,
11/01/2020,R&D,Internal Labor,USA,"207,153",,
12/01/2020,R&D,Internal Labor,USA,"206,608",,
01/01/2020,R&D,Other,Spain,124,,
02/01/2020,R&D,Other,Spain,124,,
03/01/2020,R&D,Other,Spain,124,,
04/01/2020,R&D,Other,Spain,124,,
05/01/2020,R&D,Other,Spain,124,,
06/01/2020,R&D,Other,Spain,124,,
07/01/2020,R&D,Other,Spain,124,,
08/01/2020,R&D,Other,Spain,124,,
09/01/2020,R&D,Other,Spain,124,,
10/01/2020,R&D,Other,Spain,124,,
11/01/2020,R&D,Other,Spain,124,,
12/01/2020,R&D,Other,Spain,124,,
01/01/2020,R&D,Other,United Kingdom,"2,236",,
02/01/2020,R&D,Other,United Kingdom,"2,236",,
03/01/2020,R&D,Other,United Kingdom,"2,236",,
04/01/2020,R&D,Other,United Kingdom,"2,236",,
05/01/2020,R&D,Other,United Kingdom,"2,236",,
06/01/2020,R&D,Other,United Kingdom,"2,236",,
07/01/2020,R&D,Other,United Kingdom,"2,236",,
08/01/2020,R&D,Other,United Kingdom,"2,236",,
09/01/2020,R&D,Other,United Kingdom,"2,236",,
10/01/2020,R&D,Other,United Kingdom,"2,236",,
11/01/2020,R&D,Other,United Kingdom,292,,
12/01/2020,R&D,Other,United Kingdom,292,,
01/01/2020,R&D,Other,USA,"1,246",,
02/01/2020,R&D,Other,USA,"1,246",,
03/01/2020,R&D,Other,USA,"1,246",,
04/01/2020,R&D,Other,USA,"1,246",,
05/01/2020,R&D,Other,USA,"1,246",,
06/01/2020,R&D,Other,USA,"1,246",,
07/01/2020,R&D,Other,USA,"1,246",,
08/01/2020,R&D,Other,USA,"1,246",,
09/01/2020,R&D,Other,USA,"1,246",,
10/01/2020,R&D,Other,USA,"1,246",,
11/01/2020,R&D,Other,USA,"1,246",,
12/01/2020,R&D,Other,USA,"1,248",,
01/01/2020,R&D,Outbound Allocations,United Kingdom,"6,587",,
02/01/2020,R&D,Outbound Allocations,United Kingdom,"6,587",,
03/01/2020,R&D,Outbound Allocations,United Kingdom,"6,587",,
04/01/2020,R&D,Outbound Allocations,United Kingdom,"6,560",,
05/01/2020,R&D,Outbound Allocations,United Kingdom,"6,560",,
06/01/2020,R&D,Outbound Allocations,United Kingdom,"6,560",,
07/01/2020,R&D,Outbound Allocations,United Kingdom,"6,471",,
08/01/2020,R&D,Outbound Allocations,United Kingdom,"6,471",,
09/01/2020,R&D,Outbound Allocations,United Kingdom,"6,471",,
10/01/2020,R&D,Outbound Allocations,United Kingdom,"6,706",,
11/01/2020,R&D,Outbound Allocations,United Kingdom,"6,706",,
12/01/2020,R&D,Outbound Allocations,United Kingdom,"6,706",,
01/01/2020,R&D,Project Expenses,United Kingdom,"9,720",,
02/01/2020,R&D,Project Expenses,United Kingdom,"9,720",,
03/01/2020,R&D,Project Expenses,United Kingdom,"9,720",,
04/01/2020,R&D,Project Expenses,United Kingdom,"9,720",,
05/01/2020,R&D,Project Expenses,United Kingdom,"9,720",,
06/01/2020,R&D,Project Expenses,United Kingdom,"9,720",,
07/01/2020,R&D,Project Expenses,United Kingdom,"1,944",,
10/01/2020,R&D,Software,United Kingdom,"28,188",,
01/01/2020,R&D,Software,USA,"452,600",,
02/01/2020,R&D,Software,USA,"29,000",,
03/01/2020,R&D,Software,USA,"29,000",,
04/01/2020,R&D,Software,USA,"89,000",,
05/01/2020,R&D,Software,USA,"29,000",,
06/01/2020,R&D,Software,USA,"29,000",,
07/01/2020,R&D,Software,USA,"29,000",,
08/01/2020,R&D,Software,USA,"29,000",,
09/01/2020,R&D,Software,USA,"29,000",,
10/01/2020,R&D,Software,USA,"29,000",,
11/01/2020,R&D,Software,USA,"29,000",,
12/01/2020,R&D,Software,USA,"29,002",,
